"=""Full report""","=""C/S TAC No.""","=""Beacon Model Name""","=""Manufacturer""","=""Beacon type""","=""In Prod.""","=""Last Rev. Date""","=""Issue date""","=""class""","=""duration""","=""transmit frequency""","=""nav int/ext"""
"=""report""","=""100""","=""639 SIU""","=""AMS Limited (not in business)""","=""FF EPIRB""","=""yes""","=""2004-09-24""","=""1998-10-29""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""101""","=""Kannad 406 XS""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB / ELT (Man) / PLB""","=""no""","=""0000-00-00""","=""1998-01-05""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""102""","=""SATFIND-406 GPIRB""","=""Northern Airborne Technology Ltd.(not in business)""","=""FF EPIRB""","=""""","=""2000-02-29""","=""1998-04-28""","=""2""","=""short""","=""406.025 MHz""","=""Int"""
"=""report""","=""103""","=""ELT503-12""","=""Techtest Ltd.""","=""ELT (Man)""","=""yes""","=""2006-05-29""","=""1998-05-06""","=""1""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""103""","=""ELT503-2""","=""Techtest Ltd.""","=""ELT (Auto)""","=""yes""","=""2006-05-29""","=""1998-05-06""","=""1""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""103""","=""PLB500-4""","=""Techtest Ltd.""","=""PLB""","=""yes""","=""2006-05-29""","=""1998-05-06""","=""1""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""104""","=""ELT 110-406 NAV""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""0000-00-00""","=""1998-05-25""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""105""","=""Kannad 406 AP""","=""Orolia S.A.S. ""","=""ELT (Auto)""","=""no""","=""2012-04-02""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""105""","=""Kannad 406 AS""","=""Orolia S.A.S. ""","=""ELT (Man)""","=""no""","=""2012-04-02""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""105""","=""Kannad 406 ATP ""","=""Orolia S.A.S. ""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""2017-05-18""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""105""","=""Kannad 406 AF-H (HT)""","=""Orolia S.A.S. ""","=""ELT (Auto)""","=""yes""","=""2012-04-02""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""105""","=""Kannad 406 AS (Amdt F or higher), Kannad 406 Survival (Amdt B or higher)""","=""Orolia S.A.S. ""","=""ELT (Man)""","=""yes""","=""2012-04-02""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""105""","=""Kannad 406 AP (Amdt G or higher), Kannad 406 AF (Amdt G or higher), Kannad 406 AF-H (Amdt G or higher), Kannad 406 AP-H (Amdt A or higher)""","=""Orolia S.A.S. ""","=""ELT (Auto)""","=""yes""","=""2012-04-02""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""105""","=""Kannad 406 AF""","=""Orolia S.A.S. ""","=""ELT (Automatic Fixed)""","=""yes""","=""2019-04-23""","=""1998-09-11""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""106""","=""E3a""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""FF EPIRB""","=""no""","=""2002-07-04""","=""1999-01-26""","=""1""","=""short""","=""406.025/406.028""","=""N/A"""
"=""report""","=""106""","=""E3c""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""Non FF EPIRB""","=""no""","=""2002-07-04""","=""1999-01-26""","=""1""","=""short""","=""406.025/406.028""","=""N/A"""
"=""report""","=""106""","=""E3m""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""Non FF EPIRB""","=""no""","=""2002-07-04""","=""1999-01-26""","=""1""","=""short""","=""406.025/406.028""","=""N/A"""
"=""report""","=""107""","=""RLB-32 (Class-1)""","=""ACR Electronics Inc.""","=""FF / Non FF EPIRB""","=""no""","=""2009-12-18""","=""1999-04-19""","=""1""","=""short""","=""406.025/406.028""","=""N/A"""
"=""report""","=""107""","=""RLB-32 (Class 2)""","=""ACR Electronics Inc.""","=""FF / Non FF EPIRB""","=""no""","=""2009-12-18""","=""1999-04-19""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""108""","=""RLB-33""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2002-07-16""","=""1999-04-19""","=""1""","=""short""","=""406.025/406.028""","=""Ext"""
"=""report""","=""109""","=""PLB-100""","=""ACR Electronics Inc.""","=""PLB""","=""""","=""2002-07-16""","=""1999-04-29""","=""1""","=""short""","=""406.025/406.028""","=""Ext"""
"=""report""","=""109""","=""RLB-100""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""""","=""2002-07-16""","=""1999-04-29""","=""1""","=""short""","=""406.025/406.028""","=""Ext"""
"=""report""","=""110""","=""MBT-040600D""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-06-16""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""110""","=""MBT-040600""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-06-16""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""110""","=""MBT-040600D-48""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-06-16""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""110""","=""MBT-040600-48""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-06-16""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""111""","=""500-12()""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""2007-07-16""","=""1999-07-20""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""111""","=""500-27()""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""2007-07-16""","=""1999-07-20""","=""2""","=""short""","=""406.025 MHz""","=""Int"""
"=""report""","=""111""","=""500-27PELS""","=""Techtest Ltd.""","=""ELT(Man)/PLB""","=""yes""","=""2007-07-16""","=""1999-07-20""","=""2""","=""short""","=""406.025 MHz""","=""Int"""
"=""report""","=""112""","=""C406-1""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2003-09-01""","=""1999-07-20""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""112""","=""C406-2""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2003-09-01""","=""1999-07-20""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""112""","=""B406-4""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2003-09-01""","=""1999-07-20""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""112""","=""G406-4""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2003-09-01""","=""1999-07-20""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""113""","=""MBT-040600A""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""long""","=""406.025 MHz""","=""N/A"""
"=""report""","=""113""","=""MBT-040600A-48""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""long""","=""406.025 MHz""","=""N/A"""
"=""report""","=""114""","=""MBT-040600E""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""114""","=""MBT-040600B""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""114""","=""MBT-040600E-48""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""114""","=""MBT-040600B-48""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""115""","=""MBT-040600C""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""115""","=""MBT-040600C-48""","=""Microwave Monolithics, Inc""","=""PLB""","=""yes""","=""2008-03-10""","=""1999-08-25""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""116""","=""T-1630/SRT Buoy, Radio Transmitting SEPIRB""","=""Ultra Electronics Ocean Systems""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""1999-12-08""","=""2""","=""short""","=""406.025 MHz""","=""not documented """
"=""report""","=""117""","=""SEP-406""","=""Samyung ENC Co., Ltd.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""1999-12-17""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""118""","=""SERB MkII""","=""ADI Limited (not in business)""","=""Non FF EPIRB""","=""""","=""0000-00-00""","=""2000-03-03""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""119""","=""G4a""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""FF EPIRB""","=""""","=""2007-04-18""","=""2000-06-30""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""119""","=""G4c""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""Non FF EPIRB""","=""""","=""2007-04-18""","=""2000-06-30""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""119""","=""G4m""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""Non FF EPIRB""","=""""","=""2007-04-18""","=""2000-06-30""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""120""","=""A 1500 SATFIND-406 ELT""","=""Northern Airborne Technology Ltd.(not in business)""","=""ELT""","=""""","=""0000-00-00""","=""2000-09-27""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""121""","=""BAU-35""","=""DRS Technologies Canada Ltd. (former DRS Flight Safety & Communications)""","=""ELT (Auto)""","=""yes""","=""2002-10-17""","=""2000-10-03""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""121""","=""BAU-35A""","=""DRS Technologies Canada Ltd. (former DRS Flight Safety & Communications)""","=""ELT (Auto)""","=""yes""","=""2002-10-17""","=""2000-10-03""","=""2""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""122""","=""TRON 40 GPS""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2000-11-08""","=""2""","=""short""","=""406.025 MHz""","=""Int"""
"=""report""","=""123""","=""PROFind 406""","=""Seimac Limited (not in business - see ACR Electronics, USA)""","=""FF EPIRB""","=""yes""","=""2002-03-28""","=""2000-12-21""","=""1""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""124""","=""RESCU 406AF""","=""Honeywell Aerospace Canada""","=""ELT (Auto)""","=""yes""","=""2001-03-13""","=""2001-02-19""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""125""","=""ARM-406 AC1""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""ELT (Man)""","=""yes""","=""2014-12-23""","=""2001-03-30""","=""1""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""126""","=""G406-1""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2001-09-09""","=""2001-06-08""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""126""","=""G406-2""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2001-09-09""","=""2001-06-08""","=""2""","=""long""","=""406.025 MHz""","=""Ext"""
"=""report""","=""127""","=""RLB35""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2002-07-16""","=""2001-07-23""","=""1""","=""short""","=""406.025/406.028""","=""Int"""
"=""report""","=""128""","=""SARBE10-I286""","=""Orolia S.A.S. ""","=""Non FF EPIRB""","=""yes""","=""2012-04-02""","=""2001-10-04""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""129""","=""Fastfind Plus""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2009-11-18""","=""2001-10-19""","=""1""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""129""","=""Fastfind Plus""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB / Non FF EPIRB""","=""no""","=""2009-11-18""","=""2001-10-19""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""129""","=""Fastfind""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB""","=""no""","=""2009-11-18""","=""2001-10-19""","=""1""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""129""","=""Fastfind""","=""McMurdo Ltd (not in business, see Orolia Limited,UK)""","=""PLB / Non FF EPIRB""","=""no""","=""2009-11-18""","=""2001-10-19""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""130""","=""ARM-406 P""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""ELT (Auto)""","=""yes""","=""2014-12-23""","=""2002-03-28""","=""1""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""130""","=""ARM-406P1""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""ELT (Auto)""","=""yes""","=""2014-12-23""","=""2002-03-28""","=""1""","=""short""","=""406.025 MHz""","=""Ext"""
"=""report""","=""131""","=""ADT 406 AF/AP""","=""ELTA SA (not in business - see See ECA Group)""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2002-07-15""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""131""","=""ADT 406² AF/AP""","=""ELTA SA (not in business - see See ECA Group)""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2002-07-15""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""131""","=""ADT 406² AF/AP-NAV+""","=""ELTA SA (not in business - see See ECA Group)""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2002-07-15""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""132""","=""MR 509/1""","=""Becker Avionics GmbH""","=""PLB""","=""no""","=""0000-00-00""","=""2002-09-27""","=""2""","=""short""","=""406.025 MHz""","=""N/A"""
"=""report""","=""133""","=""SRB-406""","=""Astronics Luminescent Systems Inc""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2003-02-03""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""134""","=""EMS 406-1""","=""EMS Technologies Canada (not in business)""","=""ELT (Auto)""","=""no""","=""0000-00-00""","=""2003-04-25""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""135""","=""C406-N""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2003-04-28""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""135""","=""C406-N HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""no""","=""2011-12-31""","=""2003-04-28""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""136""","=""RLB35""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2009-12-18""","=""2003-06-25""","=""1""","=""short""","=""406.025/406.028""","=""Int"""
"=""report""","=""136""","=""RLB35MC""","=""ACR Electronics Inc.""","=""EPIRB FF (S-VDR)""","=""no""","=""2009-12-18""","=""2003-06-25""","=""1""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""137""","=""SEEPIRB 406""","=""Thales UK Limited ( Ex- Thales Underwater Systems Limited)""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2003-07-14""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""138""","=""KANNAD XS-2 GPS""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""PLB""","=""no""","=""2004-05-28""","=""2003-10-21""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""138""","=""KANNAD XS-2""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""PLB""","=""no""","=""2004-05-28""","=""2003-10-21""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""139""","=""MT400""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""Non FF EPIRB""","=""no""","=""2007-11-09""","=""2003-11-18""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""139""","=""MT401""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""Non FF EPIRB""","=""no""","=""2007-11-09""","=""2003-11-18""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""139""","=""MT401 FF""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""FF EPIRB""","=""no""","=""2007-11-09""","=""2003-11-18""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""140""","=""MP-406""","=""Musson-Morsviaz-Servis""","=""FF EPIRB""","=""yes""","=""2010-07-13""","=""2003-12-11""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""140""","=""MP-406 (HHEE)""","=""Musson-Morsviaz-Servis""","=""FF EPIRB""","=""yes""","=""2010-07-13""","=""2003-12-11""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""141""","=""RLB-33S""","=""ACR Electronics Inc.""","=""SSAS""","=""no""","=""0000-00-00""","=""2004-08-26""","=""-25 to +55C""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""142""","=""BE369/406""","=""Signature Industries limited (not in business, see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2004-11-12""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""143""","=""PLB 200""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2004-11-24""","=""2""","=""short""","=""406.028 MHz""","=""Int&Ext"""
"=""report""","=""144""","=""PLB 201""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2004-11-24""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""145""","=""ARB M-406""","=""Public Joint Stock Company “Yaroslavl Radioworks” (PJSC YARW)""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2004-12-30""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""146""","=""EMS SSAS""","=""EMS Technologies Canada (not in business)""","=""SSAS""","=""yes""","=""0000-00-00""","=""2005-02-07""","=""2""","=""long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""147""","=""Fernau 2100""","=""Moog Fernau Limited (not in business, former Fernau Avionics Ltd.)""","=""PLB""","=""no""","=""0000-00-00""","=""2005-03-08""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""147""","=""Fernau 2200""","=""Moog Fernau Limited (not in business, former Fernau Avionics Ltd.)""","=""PLB""","=""no""","=""0000-00-00""","=""2005-03-08""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""147""","=""Fernau 2100B""","=""Moog Fernau Limited (not in business, former Fernau Avionics Ltd.)""","=""PLB""","=""no""","=""0000-00-00""","=""2005-03-08""","=""1""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""147""","=""Fernau 2200B""","=""Moog Fernau Limited (not in business, former Fernau Avionics Ltd.)""","=""PLB""","=""no""","=""0000-00-00""","=""2005-03-08""","=""1""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""148""","=""SLB-1000""","=""ACR Electronics Inc.""","=""ELT(S) / PLB""","=""yes""","=""2011-12-31""","=""2005-03-15""","=""1""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""148""","=""SLB-1000-200""","=""ACR Electronics Inc.""","=""ELT(S) / PLB""","=""yes""","=""2011-12-31""","=""2005-03-15""","=""1""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""148""","=""SLB-1000-210""","=""ACR Electronics Inc.""","=""ELT(S) / PLB""","=""yes""","=""2011-12-31""","=""2005-03-15""","=""1""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""149""","=""KANNAD 406 GPS PRO""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""FF EPIRB""","=""""","=""2006-03-24""","=""2005-04-01""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""149""","=""KANNAD 406 SVW GPS""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""""","=""2006-03-24""","=""2005-04-01""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""149""","=""KANNAD 406 SV GPS""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""""","=""2006-03-24""","=""2005-04-01""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""150""","=""RB6""","=""Kinetic Technology International Pty, (KTI).  NOTE: as of 15 February 2021, KTI has stopped manufacturing beacons, but, until further notice, KTI will continue with services related to beacon  warranty, battery replacements and customer enquiries.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2005-05-12""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""151""","=""KANNAD 406 PRO""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""FF EPIRB""","=""no""","=""2006-03-24""","=""2005-07-11""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""151""","=""KANNAD 406 SV""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""no""","=""2006-03-24""","=""2005-07-11""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""151""","=""KANNAD 406 SVW""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""no""","=""2006-03-24""","=""2005-07-11""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""152""","=""ME406""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2009-02-05""","=""2005-08-01""","=""2""","=""long""","=""406.028/406.037""","=""Ext"""
"=""report""","=""152""","=""ME406 HM""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT (Auto)""","=""no""","=""2009-02-05""","=""2005-08-01""","=""2""","=""long""","=""406.028/406.037""","=""Ext"""
"=""report""","=""152""","=""ME406P""","=""Artex Aircraft Supplies, Inc (not in business, see ACR Electronics )""","=""ELT(Auto)/ELT(Portable)""","=""no""","=""2009-02-05""","=""2005-08-01""","=""2""","=""long""","=""406.028/406.037""","=""Ext"""
"=""report""","=""153""","=""ADT 406 S""","=""ELTA SA (not in business - see See ECA Group)""","=""ELT""","=""yes""","=""0000-00-00""","=""2005-09-13""","=""2""","=""short""","=""406.028 MHz""","=""No"""
"=""report""","=""154""","=""CPT-900""","=""Caledonian Airborne Systems Ltd.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2005-10-26""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""155""","=""Tron S-VDR CAPSULE""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""EPIRB FF (S-VDR)""","=""no""","=""2009-07-15""","=""2006-02-06""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""155""","=""L-3 FFSVR""","=""Jotron AS ( former - Jotron Electronics A.S.)""","=""EPIRB FF (S-VDR)""","=""no""","=""2009-07-15""","=""2006-02-06""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""156""","=""PLB200""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2009-12-18""","=""2006-03-09""","=""2""","=""short""","=""406.028 MHz""","=""Int&Ext"""
"=""report""","=""157""","=""PLB201""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2006-04-13""","=""2""","=""short""","=""406.028 MHz""","=""Ext"""
"=""report""","=""158""","=""AVMM ELT S-406""","=""Musson Marine Ltd.""","=""ELT (Man) - Survival""","=""no""","=""0000-00-00""","=""2006-04-18""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""159""","=""SARBE G2R ELT""","=""Orolia S.A.S. ""","=""ELT (Auto Portable)""","=""no""","=""2012-04-02""","=""2006-05-08""","=""1""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""160""","=""navtec global-C plus""","=""navtec GmbH""","=""FF EPIRB""","=""yes""","=""2007-12-10""","=""2006-05-29""","=""2""","=""short""","=""406.028 MHz""","=""Int"""
"=""report""","=""160""","=""navtec global-C""","=""navtec GmbH""","=""FF EPIRB""","=""yes""","=""2007-12-10""","=""2006-05-29""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""161""","=""Marlin-406""","=""Kolgrim-Don Ltd""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2006-05-30""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""162""","=""KANNAD Auto GPS (Amdt A, B, C)""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2006-07-04""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""162""","=""KANNAD Auto""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2006-07-04""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""162""","=""KANNAD Manual + GPS (Amdt A, B, C)""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2006-07-04""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""162""","=""KANNAD Manual +""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2006-07-04""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""162""","=""KANNAD Manual GPS (Amdt A, B, C)""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2006-07-04""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""162""","=""KANNAD Manual""","=""Martec Serpe-Iesm (not in business - see Orolia S.A.S., France)""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2006-07-04""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
